Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
modifier,All Day Food Menu,Sharing,Traditional,,1/2 Dry,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,RUSH,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,No Side Sauce,,[],8.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,ADD ON SIDE No Side Sauce,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Blue Cheese,,[],148.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Blue Cheese ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,ADD ON SIDE Blue Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Alabama,,[],8.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Alabama ON SIDE ONLY,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Asian BBQ,,[],12.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Asian BBQ ON SIDE ONLY,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Mango Haberno,,[],18.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Mango Haberno ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,1/2 Alabama,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,1/2 Asian BBQ,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,1/2 Mango Haberno,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Ranch,,[],38.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Nashville Hot,,[],10.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,Nashville Hot ON SIDE ONLY,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Traditional,,1/2 Nashville Hot,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,2 Bluebcheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,Add Side Mango,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,All Flat,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,Crispy,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,Extra Sd Buffalo,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,Extra Sos,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,Side Asian Bbq Too,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Traditional,,Xtra Saucy,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Sharing,Tortilla Chip Refill,,,Food,[],3.0,3.00,3.00,9.0,0.75,0.0,0.0,8.25,0.58,0.0,0.0
"",All Day Food Menu,Tacos,,,,,,425.0,15.52,,6594.0,22.35,0.0,79.0,6571.65,458.89,0.0,0.0
menuItem,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,,Food,[],108.0,15.00,15.00,1620.5,7.5,0.0,15.0,1613.0,112.91,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,ADD SIDE Jalapeno Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,EXTRA Buffalo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,Buffalo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,NO Pico de Gallo,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,"!!! NUT ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,"!!! SHELLFISH ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,TO GO,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,EXTRA Sour Cream,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,Extra Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,No Tortilla,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,Put Toppings In 4 Ounce Containers,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Buffalo Chicken Tacos,,Sub Bbq,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Tacos,Shrimp Tacos,,,Food,[],123.0,16.00,16.00,1968.0,5.6,0.0,0.0,1962.4,137.37,0.0,0.0
modifier,All Day Food Menu,Tacos,Shrimp Tacos,,Pico de Gallo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Shrimp Tacos,,NO Jalapeno Ranch,,[],7.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Shrimp Tacos,,Jalapeno Ranch ON SIDE ONLY,,[],6.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Shrimp Tacos,,ADD Pickled Red Onions,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Shrimp Tacos,,Sour Cream ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Shrimp Tacos,,Add Reg Ranch,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Shrimp Tacos,,Blackened Pls,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Shrimp Tacos,,SUB REGULAR RANCH,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Shrimp Tacos,,Side Cherry Peppers,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Shrimp Tacos,,Sub Ranch,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Shrimp Tacos,,Sub Reg Ranch,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Tacos,Beef Meximelt Tacos,,,Food,[],99.0,15.01,15.00,1485.5,5.25,0.0,0.0,1480.25,103.61,0.0,0.0
modifier,All Day Food Menu,Tacos,Beef Meximelt Tacos,,NO Pico de Gallo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Beef Meximelt Tacos,,NO Jalapeno Ranch,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Beef Meximelt Tacos,,NO Lettuce,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Beef Meximelt Tacos,,ADD Sour Cream,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Beef Meximelt Tacos,,ADD ON SIDE Sour Cream,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Beef Meximelt Tacos,,ADD SIDE Sour cream,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Beef Meximelt Tacos,,One W No Pico,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Beef Meximelt Tacos,,Side Of Beer Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Beef Meximelt Tacos,,Sub Sour Cream For Jal Ranvh,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Beef Meximelt Tacos,,Togo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,,Food,[],95.0,16.00,16.00,1520.0,4.0,0.0,64.0,1516.0,105.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,Pico de Gallo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,NO Pickled Red Onions,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,NO Cabbage Slaw,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,NO Charred Pineapple Puree,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,Al Pastor Marinade Os,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,Extra Sour Cream On Side,,[],0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,Pulled Pork Coleslaw Bbq On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Tacos,Pork Belly Al Pastor Tacos,,Sub Tortilla Chips For Jenna Thank You!,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Flatbreads,,,,,,193.0,14.59,,2815.0,22.50,0.0,28.0,2792.50,195.48,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Cheese,,,Food,[],43.0,13.09,13.00,563.0,0.0,0.0,13.0,563.0,39.41,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Cheese,,ADD Chopped Bacon,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Cheese,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Cheese,,Add Tomatoes,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Cheese,,Goes Witb 193,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Cheese,,LONG TIME OVER COOKED COMPLAINT,,[],0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Pepperoni,,,Food,[],22.0,15.00,15.00,330.0,3.75,0.0,0.0,326.25,22.84,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Pepperoni,,Hot Honey,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Pepperoni,,Crispy,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Pepperoni,,Extra Crispy,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Monkey Bread Mix,,,Food,[],44.0,15.00,15.00,660.0,0.0,0.0,0.0,660.0,46.2,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Monkey Bread Mix,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Monkey Bread Mix,,"Extra Crispy , Add Greens At End",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Angry Bee,,,Food,[],42.0,15.00,15.00,630.0,3.75,0.0,15.0,626.25,43.84,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Angry Bee,,ADD Bacon,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Angry Bee,,Hot Honey ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Angry Bee,,ADD Meatball,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Angry Bee,,On Side Only Jalapenos,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Angry Bee,,Well Done,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Meatball,,,Food,[],42.0,15.05,15.00,632.0,15.0,0.0,0.0,617.0,43.19,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Meatball,,ADD Pepperoni,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"",All Day Food Menu,Greens,,,,,,475.0,18.59,,8831.0,0.0,0.0,28.0,8831.0,616.70,0.0,0.0
menuItem,All Day Food Menu,Greens,Apple Gorgonzola Salad,,,Food,[],119.0,18.08,14.00,2151.0,0.0,0.0,0.0,2151.0,149.1,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,SPOON,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,No Dressing,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Dressing On Side,,[],15.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,EXTRA Dressing On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Sub Ranch Dressing,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Add Chicken,,[],43.0,7.00,7.00,301.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Add Shrimp,,[],6.0,9.00,9.00,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Add Salmon,,[],6.0,11.00,11.00,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Add Chopped Bacon,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,"!!! NUT ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Walnuts ON SIDE ONLY,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,ADD Steak,,[],5.0,12.00,12.00,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,ADD Cucumbers,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,ADD Romaine,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,NO Mixed Greens,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,NO Gorgonzola,,[],10.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Goat Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Apple Gorgonzola Salad,,ADD Goat Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,And Balsamic On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Blackened Chicken,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Extra Dressing  On The Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Lemon Dijon On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Mozarella,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,No Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,No Nuts No Gorg,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Salmon Well Done,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Spoon,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Apple Gorgonzola Salad,,Well Done Steak,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Greens,Baby Kale Caesar Salad,,,Food,[],93.0,19.78,14.00,1840.0,0.0,0.0,0.0,1840.0,128.8,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,SPOON,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Dressing On Side,,[],9.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,ADD Dressing On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Add Chicken,,[],40.0,7.00,7.00,280.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Add Shrimp,,[],5.0,9.00,9.00,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Add Salmon,,[],11.0,11.00,11.00,121.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Add Chopped Bacon,,[],2.0,4.00,4.00,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,NO Croutons,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,NO Grapes,,[],5.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Grapes ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,ADD Steak,,[],7.0,12.00,12.00,84.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Sub Lemon Dijon Vinaigrette,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,ADD Romaine,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,NO Kale,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Greens,Baby Kale Caesar Salad,,ADD Apples,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Blackened Pls,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Go W Rest Of 177 Pls,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Lemon Dijon And Balsamic On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,MED RARE,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Med Rare,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Med Well,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Medium Salmon ?,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Mid,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,No Kale Sub Mixed Greens,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,No Kale Sub Romaine,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Slacie,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Spoon,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Sub Med Grrens Salad Extra Dos,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Greens,Baby Kale Caesar Salad,,Sub Romaine,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
