Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
modifier,All Day Food Menu,Handheld,Hamburger,,Sub GF Bun,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Hamburger,,"!!! GLUTEN ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Hamburger,,"!!! DAIRY ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Hamburger,,"!!! SHELLFISH ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,Hamburger,,Fries Well Done,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Handheld,Cheeseburger,,,Food,[],5.0,17.60,17.00,88.0,0.0,0.0,0.0,88.0,6.16,0.0,0.0
modifier,All Day Food Menu,Handheld,Cheeseburger,,Fries,,[],5.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Cheeseburger,,American Cheese,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Cheeseburger,,Pickles,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Cheeseburger,,Ketchup,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Cheeseburger,,Mayo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Cheeseburger,,Chopped Bacon,,[],1.0,3.00,3.00,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Handheld,Loaded Grilled Cheese,,,Food,[],21.0,18.14,18.00,381.0,4.5,0.0,0.0,376.5,26.35,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,NO Ranch,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,Ranch ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,Extra Side Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,Fries,,[],19.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,Greens,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,ADD SIDE BBQ Sauce,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,Mayo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,NO Bacon,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Loaded Grilled Cheese,,Candied Jalapenos,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,Loaded Grilled Cheese,,No Balsamic Dressing,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Griddled Baguettes,,,,,,40.0,20.56,,822.5,0.0,0.0,0.0,822.5,57.58,0.0,0.0
menuItem,All Day Food Menu,Griddled Baguettes,Beef and Beer Cheese,,,Food,[],15.0,20.00,20.00,300.0,0.0,0.0,0.0,300.0,21.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Beef and Beer Cheese,,Fries,,[],12.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Beef and Beer Cheese,,Greens,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Beef and Beer Cheese,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Beef and Beer Cheese,,ADD Cole Slaw,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Griddled Baguettes,Gobbler,,,Food,[],13.0,22.04,22.00,286.5,0.0,0.0,0.0,286.5,20.06,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Gobbler,,ADD SIDE Blue Cheese,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Gobbler,,Fries,,[],10.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Gobbler,,Greens,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Griddled Baguettes,The Wolfdog,,,Food,[],8.0,19.00,19.00,152.0,0.0,0.0,0.0,152.0,10.64,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,The Wolfdog,,Fries,,[],7.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,The Wolfdog,,Greens,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,The Wolfdog,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Griddled Baguettes,The Wolfdog,,Cut Into 3,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Griddled Baguettes,Beer Battered Fish,,,Food,[],4.0,21.00,21.00,84.0,0.0,0.0,0.0,84.0,5.88,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Beer Battered Fish,,Fries,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Griddled Baguettes,Beer Battered Fish,,Greens,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,House Macaroni & Cheese,,,,,,49.0,19.53,,957.0,0.0,0.0,17.0,957.0,66.99,0.0,0.0
menuItem,All Day Food Menu,House Macaroni & Cheese,Druthers Mac,,,Food,[],18.0,17.00,17.00,306.0,0.0,0.0,17.0,306.0,21.42,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Druthers Mac,,SPOON,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,House Macaroni & Cheese,Loaded Mac,,,Food,[],10.0,23.00,23.00,230.0,0.0,0.0,0.0,230.0,16.1,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Loaded Mac,,SPOON,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Loaded Mac,,"!!! NUT ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Loaded Mac,,"!!! SHELLFISH ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,House Macaroni & Cheese,BBQ Mac,,,Food,[],6.0,22.00,22.00,132.0,0.0,0.0,0.0,132.0,9.24,0.0,0.0
menuItem,All Day Food Menu,House Macaroni & Cheese,Buffalo Chicken Mac,,,Food,[],11.0,19.00,19.00,209.0,0.0,0.0,0.0,209.0,14.63,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Buffalo Chicken Mac,,"!!! DONT MAKE !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Buffalo Chicken Mac,,SPOON,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,House Macaroni & Cheese,Bolognese Mac,,,Food,[],4.0,20.00,20.00,80.0,0.0,0.0,0.0,80.0,5.6,0.0,0.0
modifier,All Day Food Menu,House Macaroni & Cheese,Bolognese Mac,,SPOON,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Top Shelf,,,,,,25.0,26.06,,651.5,0.0,0.0,24.0,651.5,45.61,0.0,0.0
menuItem,All Day Food Menu,Top Shelf,Fish and Chips,,,Food,[],10.0,28.05,28.00,280.5,0.0,0.0,0.0,280.5,19.64,0.0,0.0
modifier,All Day Food Menu,Top Shelf,Fish and Chips,,ADD SIDE Buffalo,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
menuItem,All Day Food Menu,Top Shelf,Grilled Salmon,,,Food,[],1.0,29.00,29.00,29.0,0.0,0.0,0.0,29.0,2.03,0.0,0.0
menuItem,All Day Food Menu,Top Shelf,Dry Aged Meatloaf,,,Food,[],6.0,25.00,25.00,150.0,0.0,0.0,0.0,150.0,10.5,0.0,0.0
menuItem,All Day Food Menu,Top Shelf,Chicken Pot Pie,,,Food,[],8.0,24.00,24.00,192.0,0.0,0.0,24.0,192.0,13.44,0.0,0.0
"",All Day Food Menu,Dessert,,,,,,2.0,14.00,,28.0,0.0,0.0,0.0,28.0,1.96,0.0,0.0
menuItem,All Day Food Menu,Dessert,Warm Chocolate Chip Cookie Skillet,,,Food,[],2.0,14.00,14.00,28.0,0.0,0.0,0.0,28.0,1.96,0.0,0.0
modifier,All Day Food Menu,Dessert,Warm Chocolate Chip Cookie Skillet,,2,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Kids Menu,,,,,,17.0,12.00,,204.0,3.0,0.0,0.0,201.0,14.07,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Mac & Cheese,,,Food,[],1.0,12.00,12.00,12.0,0.0,0.0,0.0,12.0,0.84,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Mac & Cheese,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Cheeseburger,,,Food,[],3.0,12.00,12.00,36.0,0.0,0.0,0.0,36.0,2.52,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Cheeseburger,,Fries,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Cheeseburger,,Fried Onion Straw,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Cheeseburger,,Pickles,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Hamburger,,,Food,[],1.0,12.00,12.00,12.0,0.0,0.0,0.0,12.0,0.84,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Hamburger,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Chicken Tenders,,,Food,[],4.0,12.00,12.00,48.0,0.0,0.0,0.0,48.0,3.36,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Chicken Tenders,,Fries,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Chicken Tenders,,Apples/Grapes,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Grilled Cheese,,,Food,[],4.0,12.00,12.00,48.0,0.0,0.0,0.0,48.0,3.36,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Grilled Cheese,,Fries,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Pasta with Butter,,,Food,[],2.0,12.00,12.00,24.0,3.0,0.0,0.0,21.0,1.47,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Pasta with Butter,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Pasta with Butter,,Coleslaw,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Kids Menu,Kids Pasta with Butter,,Side Parm,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Kids Menu,Kids Pasta with Red Sauce,,,Food,[],2.0,12.00,12.00,24.0,0.0,0.0,0.0,24.0,1.68,0.0,0.0
modifier,All Day Food Menu,Kids Menu,Kids Pasta with Red Sauce,,Fries,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Sides,,,,,,14.0,3.57,,50.0,1.75,0.0,0.0,48.25,3.38,0.0,0.0
menuItem,All Day Food Menu,Sides,Side of Fries,,,Food,[],9.0,3.00,3.00,27.0,0.0,0.0,0.0,27.0,1.89,0.0,0.0
menuItem,All Day Food Menu,Sides,Side of Greens,,,Food,[],3.0,3.00,3.00,9.0,0.0,0.0,0.0,9.0,0.63,0.0,0.0
specialRequest,All Day Food Menu,Sides,Side of Greens,,"Add Cucumbers, Feta, Olives, Crutons",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sides,Side of Greens,,Dry Greens,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Sides,Add Chicken (Side),,,Food,[],2.0,7.00,7.00,14.0,1.75,0.0,0.0,12.25,0.86,0.0,0.0
specialRequest,All Day Food Menu,Sides,Add Chicken (Side),,Side Ranch,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Side Sauces,,,,,,15.0,0.47,,7.0,0.0,0.0,0.0,7.0,0.53,0.0,0.0
menuItem,All Day Food Menu,Side Sauces,SIDE Balsamic Vinaigrette,,,Food,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Side Sauces,SIDE BBQ,,,Food,[],3.0,0.50,0.50,1.5,0.0,0.0,0.0,1.5,0.12,0.0,0.0
menuItem,All Day Food Menu,Side Sauces,SIDE Blue Cheese,,,Food,[],6.0,0.50,0.50,3.0,0.0,0.0,0.0,3.0,0.22,0.0,0.0
menuItem,All Day Food Menu,Side Sauces,SIDE Ranch,,,Food,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.04,0.0,0.0
menuItem,All Day Food Menu,Side Sauces,SIDE MAYO,,,Food,[],2.0,0.50,0.50,1.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0
menuItem,All Day Food Menu,Side Sauces,SIDE  Grated Parm,,,Food,[],2.0,0.50,0.50,1.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0
"",Online Ordering,,,,,,,53.0,19.87,,1053.0,0.0,0.0,0.0,1053.0,73.72,0.0,0.0
"",Online Ordering,Sharing*,,,,,,18.0,17.56,,316.0,0.0,0.0,0.0,316.0,22.12,0.0,0.0
menuItem,Online Ordering,Sharing*,Beer Cheese Dip*,,,Food,[],5.0,17.80,17.00,89.0,0.0,0.0,0.0,89.0,6.23,0.0,0.0
modifier,Online Ordering,Sharing*,Beer Cheese Dip*,,Add Side Fries,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
menuItem,Online Ordering,Sharing*,Buffalo Chicken Meatballs*,,,Food,[],2.0,18.00,16.00,36.0,0.0,0.0,0.0,36.0,2.52,0.0,0.0
modifier,Online Ordering,Sharing*,Buffalo Chicken Meatballs*,,Add Side Fries,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
menuItem,Online Ordering,Sharing*,Chicken Bacon Ranch Dip*,,,Food,[],2.0,19.00,17.00,38.0,0.0,0.0,0.0,38.0,2.66,0.0,0.0
modifier,Online Ordering,Sharing*,Chicken Bacon Ranch Dip*,,Extra House Chips*,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
menuItem,Online Ordering,Sharing*,Fries and Gravy*,,,Food,[],1.0,14.00,14.00,14.0,0.0,0.0,0.0,14.0,0.98,0.0,0.0
menuItem,Online Ordering,Sharing*,Braised Short Rib Dumplings*,,,Food,[],4.0,16.00,16.00,64.0,0.0,0.0,0.0,64.0,4.48,0.0,0.0
menuItem,Online Ordering,Sharing*,Cali Burrito Eggrolls*,,,Food,[],3.0,16.00,16.00,48.0,0.0,0.0,0.0,48.0,3.36,0.0,0.0
menuItem,Online Ordering,Sharing*,Shrimp Tacos*,,,Food,[],1.0,27.00,19.00,27.0,0.0,0.0,0.0,27.0,1.89,0.0,0.0
modifier,Online Ordering,Sharing*,Shrimp Tacos*,,Add Side Fries,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
modifier,Online Ordering,Sharing*,Shrimp Tacos*,,Add Side Coleslaw,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"",Online Ordering,Wings*,,,,,,4.0,23.00,,92.0,0.0,0.0,0.0,92.0,6.45,0.0,0.0
menuItem,Online Ordering,Wings*,Boneless*,,,Food,[],1.0,19.50,18.00,19.5,0.0,0.0,0.0,19.5,1.37,0.0,0.0
modifier,Online Ordering,Wings*,Boneless*,,Buffalo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Boneless*,,Bleu Cheese,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Boneless*,,ADD Side Bleu Cheese,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Boneless*,,ADD Side Jalapeno Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
menuItem,Online Ordering,Wings*,Traditional*,,,Food,[],3.0,24.17,21.00,72.5,0.0,0.0,0.0,72.5,5.08,0.0,0.0
modifier,Online Ordering,Wings*,Traditional*,,Buffalo,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Traditional*,,Add Side Coleslaw,,[],2.0,4.00,4.00,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Traditional*,,Bleu Cheese,,[],3.0,0.50,0.50,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Traditional*,,Extra Crispy,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Wings*,Traditional*,,Korean BBQ,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Online Ordering,Flatbreads*,,,,,,5.0,19.20,,96.0,0.0,0.0,0.0,96.0,6.72,0.0,0.0
menuItem,Online Ordering,Flatbreads*,Cheese Flatbread*,,,Food,[],2.0,18.00,16.00,36.0,0.0,0.0,0.0,36.0,2.52,0.0,0.0
modifier,Online Ordering,Flatbreads*,Cheese Flatbread*,,Add Side Fries,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
menuItem,Online Ordering,Flatbreads*,Pepperoni Flatbread*,,,Food,[],2.0,20.00,18.00,40.0,0.0,0.0,0.0,40.0,2.8,0.0,0.0
modifier,Online Ordering,Flatbreads*,Pepperoni Flatbread*,,Add Side Fries,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
menuItem,Online Ordering,Flatbreads*,Angry Bee Flatbread*,,,Food,[],1.0,20.00,20.00,20.0,0.0,0.0,0.0,20.0,1.4,0.0,0.0
modifier,Online Ordering,Flatbreads*,Angry Bee Flatbread*,,Candied Jalapenos,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Online Ordering,Greens*,,,,,,5.0,23.80,,119.0,0.0,0.0,0.0,119.0,8.33,0.0,0.0
menuItem,Online Ordering,Greens*,Apple Gorgonzola Salad*,,,Food,[],2.0,23.00,16.00,46.0,0.0,0.0,0.0,46.0,3.22,0.0,0.0
modifier,Online Ordering,Greens*,Apple Gorgonzola Salad*,,Add Chicken,,[],2.0,7.00,7.00,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
modifier,Online Ordering,Greens*,Apple Gorgonzola Salad*,,No Gorgonzola,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Online Ordering,Greens*,Mediterranean Grains Salad*,,,Food,[],3.0,24.33,16.00,73.0,0.0,0.0,0.0,73.0,5.11,0.0,0.0
modifier,Online Ordering,Greens*,Mediterranean Grains Salad*,,Add Chicken,,[],1.0,7.00,7.00,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
modifier,Online Ordering,Greens*,Mediterranean Grains Salad*,,Add Salmon,,[],1.0,12.00,12.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,Online Ordering,Greens*,Mediterranean Grains Salad*,,Add Veggie Burger,,[],1.0,6.00,6.00,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
modifier,Online Ordering,Greens*,Mediterranean Grains Salad*,,No Red Onions,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Online Ordering,Handheld*,,,,,,8.0,18.88,,151.0,0.0,0.0,0.0,151.0,10.57,0.0,0.0
menuItem,Online Ordering,Handheld*,The Burger*,,,Food,[],4.0,20.25,20.00,81.0,0.0,0.0,0.0,81.0,5.67,0.0,0.0
modifier,Online Ordering,Handheld*,The Burger*,,Fries,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Handheld*,The Burger*,,No American Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Handheld*,The Burger*,,No Pickles,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Handheld*,The Burger*,,Add Caramelized Onions,,[],1.0,1.00,1.00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
specialRequest,Online Ordering,Handheld*,The Burger*,,Cheddar cheese please. Instead of American,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Online Ordering,Handheld*,Drutherbird Fried Chicken Sandwich*,,,Food,[],2.0,16.00,16.00,32.0,0.0,0.0,0.0,32.0,2.24,0.0,0.0
modifier,Online Ordering,Handheld*,Drutherbird Fried Chicken Sandwich*,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Handheld*,Drutherbird Fried Chicken Sandwich*,,Greens,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Online Ordering,Handheld*,Loaded Grilled Cheese*,,,Food,[],2.0,19.00,19.00,38.0,0.0,0.0,0.0,38.0,2.66,0.0,0.0
modifier,Online Ordering,Handheld*,Loaded Grilled Cheese*,,Fries,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Online Ordering,Griddled Baguettes*,,,,,,4.0,22.25,,89.0,0.0,0.0,0.0,89.0,6.23,0.0,0.0
menuItem,Online Ordering,Griddled Baguettes*,Beef and Beer Cheese*,,,Food,[],1.0,21.00,21.00,21.0,0.0,0.0,0.0,21.0,1.47,0.0,0.0
modifier,Online Ordering,Griddled Baguettes*,Beef and Beer Cheese*,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Online Ordering,Griddled Baguettes*,Gobbler*,,,Food,[],2.0,23.00,23.00,46.0,0.0,0.0,0.0,46.0,3.22,0.0,0.0
modifier,Online Ordering,Griddled Baguettes*,Gobbler*,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Online Ordering,Griddled Baguettes*,Gobbler*,,Greens,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Online Ordering,Griddled Baguettes*,Beer Battered Fish*,,,Food,[],1.0,22.00,22.00,22.0,0.0,0.0,0.0,22.0,1.54,0.0,0.0
modifier,Online Ordering,Griddled Baguettes*,Beer Battered Fish*,,Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Online Ordering,Top Shelf*,,,,,,2.0,27.50,,55.0,0.0,0.0,0.0,55.0,3.85,0.0,0.0
menuItem,Online Ordering,Top Shelf*,Salmon*,,,Food,[],1.0,30.00,30.00,30.0,0.0,0.0,0.0,30.0,2.1,0.0,0.0
menuItem,Online Ordering,Top Shelf*,Chicken Pot Pie*,,,Food,[],1.0,25.00,25.00,25.0,0.0,0.0,0.0,25.0,1.75,0.0,0.0
"",Online Ordering,House Macaroni & Cheese*,,,,,,7.0,19.29,,135.0,0.0,0.0,0.0,135.0,9.45,0.0,0.0
menuItem,Online Ordering,House Macaroni & Cheese*,Druthers Mac*,,,Food,[],5.0,18.00,18.00,90.0,0.0,0.0,0.0,90.0,6.3,0.0,0.0
menuItem,Online Ordering,House Macaroni & Cheese*,BBQ Mac*,,,Food,[],1.0,24.00,24.00,24.0,0.0,0.0,0.0,24.0,1.68,0.0,0.0
modifier,Online Ordering,House Macaroni & Cheese*,BBQ Mac*,,No Coleslaw,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
