Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
menuItem,Alcohol,Wine by the Glass,Glass- Marlborough Sauvignon Blanc,,,Wine,[],6.0,10.00,10.00,60.0,0.0,0.0,0.0,60.0,4.2,0.0,0.0
menuItem,Alcohol,Wine by the Glass,Glass- J Lohr Chardonnay,,,Wine,[],4.0,12.00,12.00,48.0,0.0,0.0,0.0,48.0,3.36,0.0,0.0
"",All Day Food Menu,,,,,,,505.0,16.84,,8506.0,23.00,0.0,81.0,8483.00,593.86,0.0,0.0
"",All Day Food Menu,Sharing,,,,,,86.0,15.19,,1306.0,4.0,0.0,0.0,1302.0,91.14,0.0,0.0
menuItem,All Day Food Menu,Sharing,Beer Cheese Dip,,,Food,[],34.0,16.00,16.00,544.0,0.0,0.0,0.0,544.0,38.08,0.0,0.0
modifier,All Day Food Menu,Sharing,Beer Cheese Dip,,"!!! NUT ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Beer Cheese Dip,,"!!! SHELLFISH ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Beer Cheese Dip,,Bake Pretzels Pls,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Sharing,Buffalo Chicken Meatballs,,,Food,[],5.0,15.00,15.00,75.0,0.0,0.0,0.0,75.0,5.25,0.0,0.0
menuItem,All Day Food Menu,Sharing,Jalapeno Popper Fried Mac Balls,,,Food,[],10.0,14.00,14.00,140.0,0.0,0.0,0.0,140.0,9.8,0.0,0.0
menuItem,All Day Food Menu,Sharing,Chicken Bacon Ranch Dip,,,Food,[],5.0,16.00,16.00,80.0,4.0,0.0,0.0,76.0,5.32,0.0,0.0
menuItem,All Day Food Menu,Sharing,Fries and Gravy,,,Food,[],11.0,13.00,13.00,143.0,0.0,0.0,0.0,143.0,10.01,0.0,0.0
specialRequest,All Day Food Menu,Sharing,Fries and Gravy,,No Gravy,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Sharing,Braised Short Rib Dumplings,,,Food,[],14.0,15.00,15.00,210.0,0.0,0.0,0.0,210.0,14.7,0.0,0.0
modifier,All Day Food Menu,Sharing,Braised Short Rib Dumplings,,"!!! GLUTEN ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Braised Short Rib Dumplings,,"!!! DAIRY ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Sharing,Braised Short Rib Dumplings,,"!!! SHELLFISH ALLERGY !!!",,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Sharing,Cali Burrito Eggroll,,,Food,[],4.0,15.00,15.00,60.0,0.0,0.0,0.0,60.0,4.2,0.0,0.0
menuItem,All Day Food Menu,Sharing,Shrimp Tacos,,,Food,[],3.0,18.00,18.00,54.0,0.0,0.0,0.0,54.0,3.78,0.0,0.0
"",All Day Food Menu,Wings,,,,,,49.0,18.79,,920.5,4.25,0.0,40.0,916.25,64.14,0.0,0.0
menuItem,All Day Food Menu,Wings,Boneless,,,Food,[],17.0,17.03,17.00,289.5,4.25,0.0,0.0,285.25,19.96,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Extra Side Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Buffalo,,[],8.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Carolina BBQ,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Blue Cheese,,[],11.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Korean BBQ,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Mango Habanero,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Ranch,,[],6.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,Hot Honey Glaze,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Boneless,,1/2 Hot Honey Glaze,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Wings,Boneless,,For Jenna Side Ranch 💖,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Wings,Traditional,,,Food,[],27.0,20.02,20.00,540.5,0.0,0.0,40.0,540.5,37.84,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Extra Crispy,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Extra Side Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Buffalo,,[],10.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Buffalo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Carolina BBQ,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Dry,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Buffalo,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Buffalo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Carolina BBQ,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Carolina BBQ ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Blue Cheese,,[],19.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Korean BBQ,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Korean BBQ,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Mango Habanero,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Ranch,,[],12.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,Hot Honey Glaze,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Traditional,,1/2 Hot Honey Glaze,,[],6.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Wings,Traditional,,Cold,,[],0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Wings,Traditional,,Don't Make,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Wings,Traditional,,Dont Make,,[],0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Wings,Traditional,,To Go,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Wings,Cauliflower,,,Food,[],5.0,18.10,18.00,90.5,0.0,0.0,0.0,90.5,6.34,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,Extra Side Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,Buffalo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,Buffalo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,1/2 Buffalo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,1/2 Carolina BBQ ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,Blue Cheese,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,1/2 Korean BBQ,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,1/2 Mango Habanero ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,Ranch,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,1/2 Hot Honey Glaze,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Wings,Cauliflower,,1/2 Hot Honey Glaze ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Flatbreads,,,,,,27.0,17.33,,468.0,0.0,0.0,0.0,468.0,32.76,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Cheese Flatbread,,,Food,[],5.0,16.20,15.00,81.0,0.0,0.0,0.0,81.0,5.67,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Cheese Flatbread,,ADD Pepperoni,,[],3.0,2.00,2.00,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Angry Bee Flatbread,,,Food,[],4.0,19.00,19.00,76.0,0.0,0.0,0.0,76.0,5.32,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Meatball Flatbread,,,Food,[],4.0,16.00,16.00,64.0,0.0,0.0,0.0,64.0,4.48,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Meatball Flatbread,,Sde Candied Jalapeños Pls,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Buffalo Chicken Flatbread,,,Food,[],9.0,18.00,18.00,162.0,0.0,0.0,0.0,162.0,11.34,0.0,0.0
modifier,All Day Food Menu,Flatbreads,Buffalo Chicken Flatbread,,Ranch ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Buffalo Chicken Flatbread,,No Blue Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Flatbreads,Thai Chicken Flatbread,,,Food,[],5.0,17.00,17.00,85.0,0.0,0.0,0.0,85.0,5.95,0.0,0.0
specialRequest,All Day Food Menu,Flatbreads,Thai Chicken Flatbread,,Extra Peanut Sauce Os,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Soups and Greens,,,,,,68.0,16.29,,1108.0,5.5,0.0,0.0,1102.5,77.18,0.0,0.0
menuItem,All Day Food Menu,Soups and Greens,Apple Gorgonzola Salad,,,Food,[],16.0,19.00,15.00,304.0,5.5,0.0,0.0,298.5,20.9,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Apple Gorgonzola Salad,,Dressing On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Apple Gorgonzola Salad,,Add Chicken,,[],4.0,7.00,7.00,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Apple Gorgonzola Salad,,Add Salmon,,[],3.0,12.00,12.00,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Apple Gorgonzola Salad,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Apple Gorgonzola Salad,,Gorgonzola ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,,Food,[],8.0,16.75,14.00,134.0,0.0,0.0,0.0,134.0,9.38,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,Dressing On Side,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,Add Shrimp,,[],1.0,10.00,10.00,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,Add Salmon,,[],1.0,12.00,12.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,NO Croutons,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,Romaine,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,ADD Romaine,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,NO Kale,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Soups and Greens,Baby Kale Caesar Salad,,Salmon Well Done,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Soups and Greens,Mediterranean Grains Salad,,,Food,[],8.0,20.25,15.00,162.0,0.0,0.0,0.0,162.0,11.34,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Mediterranean Grains Salad,,Dressing On Side,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Mediterranean Grains Salad,,Add Chicken,,[],6.0,7.00,7.00,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Mediterranean Grains Salad,,NO Olives,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,Mediterranean Grains Salad,,NO Artichoke Hearts,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,,Food,[],10.0,20.30,16.00,203.0,0.0,0.0,0.0,203.0,14.21,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,Dressing On Side ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,Sub Ranch Dressing,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,Add Chicken,,[],3.0,7.00,7.00,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,Add Shrimp,,[],1.0,10.00,10.00,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,Add Salmon,,[],1.0,12.00,12.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,NO Pickled Red Onions,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Soups and Greens,BLT Wedge Salad,,Pickled Red Onions ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Soups and Greens,French Onion Soup,,,Food,[],17.0,10.00,10.00,170.0,0.0,0.0,0.0,170.0,11.9,0.0,0.0
specialRequest,All Day Food Menu,Soups and Greens,French Onion Soup,,2 Spoons,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Soups and Greens,Creamy Tomato Soup W/Cheese Sticks,,,Food,[],9.0,15.00,15.00,135.0,0.0,0.0,0.0,135.0,9.45,0.0,0.0
specialRequest,All Day Food Menu,Soups and Greens,Creamy Tomato Soup W/Cheese Sticks,,With The Salad,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",All Day Food Menu,Handheld,,,,,,113.0,17.55,,1983.5,4.5,0.0,0.0,1979.0,138.52,0.0,0.0
menuItem,All Day Food Menu,Handheld,The Burger,,,Food,[],45.0,19.49,19.00,877.0,0.0,0.0,0.0,877.0,61.39,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,ADD SIDE Blue Cheese,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Fries,,[],40.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Greens,,[],5.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,ADD SIDE BBQ Sauce,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,RUSH,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,TO GO,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,NO American Cheese,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,ADD Cheddar Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,NO Pickles,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,EXTRA Pickles,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Burger Sauce ON SIDE ONLY,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Chopped Bacon,,[],4.0,3.00,3.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Fried Egg,,[],1.0,1.00,1.00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,NO Fried Onion Straws,,[],5.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Caramelized Onions,,[],2.0,1.00,1.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Candied Jalapenos,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,The Burger,,Extra Patty,,[],1.0,4.00,4.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,The Burger,,Extra Pickles,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,The Burger,,No Salt On Fries,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,The Burger,,Single Patty,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,The Burger,,Well Done,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,The Burger,,Well Done Burger,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Handheld,Veggie Burger,,,Food,[],7.0,15.43,15.00,108.0,0.0,0.0,0.0,108.0,7.56,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,Fries,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,Greens,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,ADD American Cheese,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,ADD Cheddar Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,ADD Pickles,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,NO Tomato,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,NO Raw Red Onion,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Veggie Burger,,ADD Chopped Bacon,,[],1.0,3.00,3.00,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,,Food,[],33.0,15.02,15.00,495.5,0.0,0.0,0.0,495.5,34.68,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,ADD SIDE Jalapeno Ranch,,[],1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,NO Coleslaw,,[],6.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,NO Ranch,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Ranch ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Fries,,[],27.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Greens,,[],6.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,RUSH,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,ADD American Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,NO Pickles,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,ADD Mayo,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Mayo ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,NO Swiss,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,NO Jalapeno Ranch,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Jalapeno Ranch ON SIDE ONLY,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Chicken And Bun Only,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,No Swiss Cheese,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,All Day Food Menu,Handheld,Drutherbird Fried Chicken Sandwich,,Sub Regular Ranch,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,All Day Food Menu,Handheld,Hamburger,,,Food,[],2.0,17.00,16.00,34.0,0.0,0.0,0.0,34.0,2.38,0.0,0.0
modifier,All Day Food Menu,Handheld,Hamburger,,Fries,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
