Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
menuItem,Alcohol,Seltzer/Canned Cocktails,(Can) High Noon- Pinneapple,,,Guest Taps,[],4.0,10.00,10.00,40.0,0.0,0.0,0.0,40.0,2.8,0.0,0.0
menuItem,Alcohol,Seltzer/Canned Cocktails,(Can) High Noon - Mango,,,Guest Taps,[],4.0,10.00,10.00,40.0,0.0,0.0,0.0,40.0,2.8,0.0,0.0
menuItem,Alcohol,Seltzer/Canned Cocktails,(Can) Sun Cruiser Iced Tea Vodka,,,Guest Taps,[],6.0,10.00,10.00,60.0,0.0,0.0,0.0,60.0,4.2,0.0,0.0
menuItem,Alcohol,Seltzer/Canned Cocktails,(Can) Surfside Strawberry,,,Guest Taps,[],6.0,10.00,10.00,60.0,0.0,0.0,0.0,60.0,4.2,0.0,0.0
menuItem,Alcohol,Seltzer/Canned Cocktails,(Can) Surfside Tea Lemonade,,,Guest Taps,[],2.0,10.00,10.00,20.0,0.0,0.0,0.0,20.0,1.4,0.0,0.0
"",Alcohol,Alcoholic Milkshakes,,,,,,10.0,14.20,,142.0,0.0,0.0,0.0,142.0,9.94,0.0,0.0
menuItem,Alcohol,Alcoholic Milkshakes,Boozy Chocolate Blast Milkshake,,,Liquor,[],8.0,14.00,14.00,112.0,0.0,0.0,0.0,112.0,7.84,0.0,0.0
specialRequest,Alcohol,Alcoholic Milkshakes,Boozy Chocolate Blast Milkshake,,Strawberry Boozy Milkshake ***,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Alcoholic Milkshakes,Boozy Chocolate Blast Milkshake,,Sub Strawberry Smash,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Alcoholic Milkshakes,Boozy Cereal Milk,,,Liquor,[],2.0,15.00,15.00,30.0,0.0,0.0,0.0,30.0,2.1,0.0,0.0
"",Alcohol,Bottles,,,,,,5.0,20.00,,100.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0
menuItem,Alcohol,Bottles,White Label Grape,,,To-Go Beer,[],1.0,20.00,20.00,20.0,0.0,0.0,0.0,20.0,1.4,0.0,0.0
menuItem,Alcohol,Bottles,White Label Raspberry,,,To-Go Beer,[],4.0,20.00,20.00,80.0,0.0,0.0,0.0,80.0,5.6,0.0,0.0
"",Alcohol,Cans,,,,,,145.0,9.36,,1356.5,0.0,0.0,9.5,1356.5,89.89,0.0,0.0
menuItem,Alcohol,Cans,(Can) Golden Blonde,,,Beer - Draft,[],1.0,8.50,8.50,8.5,0.0,0.0,0.0,8.5,0.6,0.0,0.0
menuItem,Alcohol,Cans,Cran Apple Blonde (Can),,,Beer - Draft,[],42.0,9.50,9.50,399.0,0.0,0.0,0.0,399.0,25.74,0.0,0.0
menuItem,Alcohol,Cans,(Can) Playa,,,Beer - Draft,[],19.0,8.50,8.50,161.5,0.0,0.0,0.0,161.5,11.4,0.0,0.0
specialRequest,Alcohol,Cans,(Can) Playa,,Lime,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Cans,(Can) Lakeside Lounging,,,Beer - Draft,[],12.0,9.50,9.50,114.0,0.0,0.0,0.0,114.0,7.92,0.0,0.0
menuItem,Alcohol,Cans,(Can) Citra Nelson Curious,,,Beer - Draft,[],16.0,9.50,9.50,152.0,0.0,0.0,0.0,152.0,10.56,0.0,0.0
menuItem,Alcohol,Cans,(Can) Honeybear,,,Beer - Draft,[],8.0,9.50,9.50,76.0,0.0,0.0,9.5,76.0,4.62,0.0,0.0
menuItem,Alcohol,Cans,(Can) Peach Apricot Dare,,,Beer - Draft,[],28.0,9.50,9.50,266.0,0.0,0.0,0.0,266.0,17.85,0.0,0.0
menuItem,Alcohol,Cans,(Can) Oatmeal Stout,,,Beer - Draft,[],2.0,8.50,8.50,17.0,0.0,0.0,0.0,17.0,1.2,0.0,0.0
menuItem,Alcohol,Cans,Triple the Reason (Can),,,Beer - Draft,[],6.0,11.50,11.50,69.0,0.0,0.0,0.0,69.0,4.0,0.0,0.0
menuItem,Alcohol,Cans,(Can) Saratoga Vibes,,,Beer - Draft,[],11.0,8.50,8.50,93.5,0.0,0.0,0.0,93.5,6.0,0.0,0.0
"",Alcohol,Drafts,,,,,,732.0,8.13,,5948.0,0.0,0.0,25.0,5948.0,397.11,0.0,0.0
menuItem,Alcohol,Drafts,Beer Flight,,,Beer - Draft,[],12.0,17.17,5.00,206.0,0.0,0.0,0.0,206.0,14.42,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Golden Rule,,[],12.0,2.00,2.00,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,80 Shilling,,[],6.0,2.00,2.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,All-In IPA,,[],8.0,2.00,2.00,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Saratoga Vibes,,[],3.0,2.00,2.00,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Brevity Wit,,[],6.0,2.00,2.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Oktoberfest,,[],7.0,2.00,2.00,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Uncurious,,[],6.0,2.00,2.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,The Finest Lager,,[],8.0,2.00,2.00,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Passion Fruit White Ale,,[],6.0,2.00,2.00,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,Oatmeal Stout,,[],7.0,2.00,2.00,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Beer Flight,,The Dare,,[],4.0,2.00,2.00,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
menuItem,Alcohol,Drafts,Taste,,,Beer - Draft,[],13.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Taste,,Golden Rule Blonde,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Taste,,Cider,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Taste,,All-In IPA,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Taste,,Uncurious,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Taste,,Passion Fruit White Ale,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Drafts,Taste,,The Dare,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Drafts,Golden Rule,,,Beer - Draft,[],136.0,8.00,8.00,1088.0,0.0,0.0,0.0,1088.0,72.8,0.0,0.0
menuItem,Alcohol,Drafts,Uncurious,,,Beer - Draft,[],68.0,9.00,9.00,612.0,0.0,0.0,9.0,612.0,40.32,0.0,0.0
menuItem,Alcohol,Drafts,All-in IPA,,,Beer - Draft,[],68.0,8.00,8.00,544.0,0.0,0.0,8.0,544.0,36.4,0.0,0.0
menuItem,Alcohol,Drafts,Brevity Wit,,,Beer - Draft,[],47.0,8.00,8.00,376.0,0.0,0.0,0.0,376.0,25.76,0.0,0.0
specialRequest,Alcohol,Drafts,Brevity Wit,,Lemon,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Drafts,Brevity Wit,,Orange,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Drafts,The Dare (Gose),,,Beer - Draft,[],19.0,8.00,8.00,152.0,0.0,0.0,8.0,152.0,10.64,0.0,0.0
menuItem,Alcohol,Drafts,Passion Fruit White Ale,,,Beer - Draft,[],32.0,9.00,9.00,288.0,0.0,0.0,0.0,288.0,18.27,0.0,0.0
menuItem,Alcohol,Drafts,The Finest Lager,,,Beer - Draft,[],40.0,8.00,8.00,320.0,0.0,0.0,0.0,320.0,20.16,0.0,0.0
specialRequest,Alcohol,Drafts,The Finest Lager,,Lemon And Cherry On Stick Plewse,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Drafts,80 Shilling,,,Beer - Draft,[],23.0,8.00,8.00,184.0,0.0,0.0,0.0,184.0,11.2,0.0,0.0
menuItem,Alcohol,Drafts,Oktoberfest,,,Beer - Draft,[],168.0,8.00,8.00,1344.0,0.0,0.0,0.0,1344.0,90.72,0.0,0.0
specialRequest,Alcohol,Drafts,Oktoberfest,,Dont Make,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Drafts,Oatmeal Stout,,,Beer - Draft,[],19.0,8.00,8.00,152.0,0.0,0.0,0.0,152.0,9.52,0.0,0.0
menuItem,Alcohol,Drafts,Indian Ladder Cider,,,Beer - Draft,[],80.0,8.00,8.00,640.0,0.0,0.0,0.0,640.0,44.8,0.0,0.0
menuItem,Alcohol,Drafts,10oz Golden Rule,,,Beer - Draft,[],1.0,6.00,6.00,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
menuItem,Alcohol,Drafts,10oz All-In IPA,,,Beer - Draft,[],1.0,6.00,6.00,6.0,0.0,0.0,0.0,6.0,0.42,0.0,0.0
menuItem,Alcohol,Drafts,10oz The Dare (Gose),,,Beer - Draft,[],1.0,6.00,6.00,6.0,0.0,0.0,0.0,6.0,0.42,0.0,0.0
menuItem,Alcohol,Drafts,10 oz The Finest Lager,,,Beer - Draft,[],1.0,6.00,6.00,6.0,0.0,0.0,0.0,6.0,0.42,0.0,0.0
menuItem,Alcohol,Drafts,10oz Oatmeal Stout,,,Beer - Draft,[],3.0,6.00,6.00,18.0,0.0,0.0,0.0,18.0,0.84,0.0,0.0
"",Alcohol,Gin,,,,,,10.0,10.80,,108.0,0.0,0.0,0.0,108.0,7.56,0.0,0.0
menuItem,Alcohol,Gin,Well Gin,,,Liquor,[],3.0,8.00,8.00,24.0,0.0,0.0,0.0,24.0,1.68,0.0,0.0
modifier,Alcohol,Gin,Well Gin,,Tonic,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Gin,Hendricks,,,Liquor,[],7.0,12.00,12.00,84.0,0.0,0.0,0.0,84.0,5.88,0.0,0.0
modifier,Alcohol,Gin,Hendricks,,Tonic,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Gin,Hendricks,,Tonic,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Liqueurs & Cordials,,,,,,1.0,8.00,,8.0,0.0,0.0,0.0,8.0,0.56,0.0,0.0
menuItem,Alcohol,Liqueurs & Cordials,Amaretto,,,Liquor,[],1.0,8.00,8.00,8.0,0.0,0.0,0.0,8.0,0.56,0.0,0.0
specialRequest,Alcohol,Liqueurs & Cordials,Amaretto,,Blow Job Shot,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Mug Club- MC,,,,,,6.0,8.00,,48.0,0.0,0.0,0.0,48.0,3.36,0.0,0.0
menuItem,Alcohol,Mug Club- MC,Golden Rule Blonde- MC,,,Beer - Draft,[],2.0,8.00,8.00,16.0,0.0,0.0,0.0,16.0,1.12,0.0,0.0
menuItem,Alcohol,Mug Club- MC,All-In IPA- MC,,,Beer - Draft,[],2.0,8.00,8.00,16.0,0.0,0.0,0.0,16.0,1.12,0.0,0.0
menuItem,Alcohol,Mug Club- MC,Scottish-Style 80- MC,,,Beer - Draft,[],1.0,8.00,8.00,8.0,0.0,0.0,0.0,8.0,0.56,0.0,0.0
menuItem,Alcohol,Mug Club- MC,Oktoberfest- MC,,,Beer - Draft,[],1.0,8.00,8.00,8.0,0.0,0.0,0.0,8.0,0.56,0.0,0.0
"",Alcohol,Rum Doubles,,,,,,5.0,15.00,,75.0,0.0,0.0,0.0,75.0,5.25,0.0,0.0
menuItem,Alcohol,Rum Doubles,Captain Morgan DBL,,,Liquor,[],5.0,15.00,15.00,75.0,0.0,0.0,0.0,75.0,5.25,0.0,0.0
specialRequest,Alcohol,Rum Doubles,Captain Morgan DBL,,Coke,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Rum,,,,,,4.0,10.00,,40.0,0.0,0.0,0.0,40.0,2.1,0.0,0.0
menuItem,Alcohol,Rum,Bacardi,,,Liquor,[],2.0,10.00,10.00,20.0,0.0,0.0,0.0,20.0,0.7,0.0,0.0
menuItem,Alcohol,Rum,Captain Morgan,,,Liquor,[],2.0,10.00,10.00,20.0,0.0,0.0,0.0,20.0,1.4,0.0,0.0
modifier,Alcohol,Rum,Captain Morgan,,Coke,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Tequila Doubles,,,,,,1.0,18.00,,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
menuItem,Alcohol,Tequila Doubles,Casamigos Blanco DBL,,,Liquor,[],1.0,18.00,18.00,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
"",Alcohol,Tequila,,,,,,22.0,11.64,,256.0,0.0,0.0,0.0,256.0,16.24,0.0,0.0
menuItem,Alcohol,Tequila,Well Tequila,,,Liquor,[],2.0,8.00,8.00,16.0,0.0,0.0,0.0,16.0,1.12,0.0,0.0
modifier,Alcohol,Tequila,Well Tequila,,ROCKS,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Tequila,Well Tequila,,2 Limes,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Tequila,Well Tequila,,Add Simple Syrup,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Tequila,Casamigos Blanco,,,Liquor,[],13.0,12.46,12.00,162.0,0.0,0.0,0.0,162.0,9.66,0.0,0.0
modifier,Alcohol,Tequila,Casamigos Blanco,,Club Soda,,[],4.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Tequila,Casamigos Blanco,,LIME,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Tequila,Casamigos Blanco,,NO LIME,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Tequila,Casamigos Blanco,,Margarita,,[],3.0,2.00,2.00,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
specialRequest,Alcohol,Tequila,Casamigos Blanco,,Splash Straw Purree For All 3,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Tequila,Espolon Blanco,,,Liquor,[],7.0,11.14,10.00,78.0,0.0,0.0,0.0,78.0,5.46,0.0,0.0
modifier,Alcohol,Tequila,Espolon Blanco,,Margarita,,[],4.0,2.00,2.00,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
specialRequest,Alcohol,Tequila,Espolon Blanco,,Paloma,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Vodka Doubles,,,,,,29.0,15.00,,435.0,0.0,0.0,0.0,435.0,30.45,0.0,0.0
menuItem,Alcohol,Vodka Doubles,Titos DBL,,,Liquor,[],29.0,15.00,15.00,435.0,0.0,0.0,0.0,435.0,30.45,0.0,0.0
modifier,Alcohol,Vodka Doubles,Titos DBL,,Ginger Ale,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka Doubles,Titos DBL,,Club Soda,,[],11.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Vodka,,,,,,62.0,10.45,,648.0,0.0,0.0,0.0,648.0,43.68,0.0,0.0
menuItem,Alcohol,Vodka,Well Vodka,,,Liquor,[],7.0,8.57,8.00,60.0,0.0,0.0,0.0,60.0,4.2,0.0,0.0
modifier,Alcohol,Vodka,Well Vodka,,Club Soda,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Well Vodka,,Pineapple Juice,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Well Vodka,,Moscow Mule,,[],2.0,2.00,2.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Well Vodka,,Lemon Drop Martini,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Well Vodka,,Sugar,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Vodka,Western Son Blueberry,,,Liquor,[],3.0,12.00,12.00,36.0,0.0,0.0,0.0,36.0,2.52,0.0,0.0
specialRequest,Alcohol,Vodka,Western Son Blueberry,,BB Tea,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Western Son Blueberry,,Fools Tea,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Vodka,Titos,,,Liquor,[],46.0,10.43,10.00,480.0,0.0,0.0,0.0,480.0,33.6,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Club Soda,,[],6.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Tonic,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Cranberry Juice,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,LIME,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,EXTRA LIME,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Splash Cranberry,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Bloody Mary,,[],7.0,2.00,2.00,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Cosmopolitan,,[],1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Titos,,Moscow Mule,,[],2.0,2.00,2.00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Titos,,Club Soda,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Titos,,Cran,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Titos,,French Martini.. Make As Girly Lookimg As Possible For Bachelor Party Please,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Titos,,Lime,,[],3.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Titos,,No Fruit,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialRequest,Alcohol,Vodka,Titos,,Splash Pineapple,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menuItem,Alcohol,Vodka,Cowboy Coffee,,,Liquor,[],2.0,12.00,12.00,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
menuItem,Alcohol,Vodka,Ketel One,,,Liquor,[],4.0,12.00,12.00,48.0,0.0,0.0,0.0,48.0,3.36,0.0,0.0
modifier,Alcohol,Vodka,Ketel One,,Club Soda,,[],2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Ketel One,,ROCKS,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Ketel One,,LIME,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modifier,Alcohol,Vodka,Ketel One,,LEMON,,[],1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",Alcohol,Whiskey Doubles,,,,,,7.0,16.14,,113.0,0.0,0.0,0.0,113.0,7.91,0.0,0.0
menuItem,Alcohol,Whiskey Doubles,Jack Daniels DBL,,,Liquor,[],3.0,13.67,13.67,41.0,0.0,0.0,0.0,41.0,2.87,0.0,0.0
